Title,Address,Bedrooms,Bathrooms,Rent,Square Footage,Availability,Amenities
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,$939,850 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,019 - 1,099 / Person",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,019",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,019",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,039 - 1,129 / Person",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,039",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,1 Bath,"$1,039",215 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,149 - 1,199 / Person",708 - 850 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,149",708 - 850 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,149",708 - 850 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,349 - 1,359 / Person",216 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,349",216 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",2 BRs,2 Baths,"$1,349",216 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,099 - 1,139 / Person",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,099",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,099",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,199 / Person",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,199",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,199",187 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,239 - 1,289 / Person",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,239",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,239",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,299 / Person",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,299",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,299",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,309 - 1,339 / Person",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,309",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
Icon - Student Living,"6545 Trigo Rd, Isla Vista, CA 93117 – Goleta",3 BRs,2 Baths,"$1,309",221 Sq Ft,Available Now,"24 hr on call service, Decks and patios (some units), Double and private rooms available, Full kitchens with stainless steel appliances, Fully Furnished Units, Fully furnished with chic modern furniture, Heating &amp; fan in every apartment, Individual Leasing, Internet &amp; wifi included, Rooftop BBQ for grilling, Rooftop Sun and Yoga Decks, Tanning beach style chairs on the roof, Two Fitness Centers, Unique floor plans, Built in 2012, 50 Units/4 Stories, Furnished, 12 months, Community-Wide WiFi, Laundry Facilities, Furnished Units Available, Renters Insurance Program, Online Services, Planned Social Activities, Elevator, Lounge, Breakfast/Coffee Concierge, Roof Terrace, Grill, Roommate Matching, Study Lounge, Walk To Campus, High Speed Internet Access, Washer/Dryer - In Unit, Smoke Free, Cable Ready, Dishwasher, Disposal, Stainless Steel Appliances, Microwave, Oven, Refrigerator, Furnished, Property Manager on Site, Security System, Video Patrol"
